game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
772,"Seven criminals are escaping from the prison island Monte Ganovo and must reach the 4 small boats waiting for them. But the first boat is a sinking wreck whilst the fourth boat is a modern speedboat, so the seven must time their run down the path to be last, not first. The players start by writing down their prediction of the finishing order of the prisoners, then use the matching colored dice to move the prisoners forward or backward along the path to the boats. The boats are numbered 1 to 4, so the better your prediction, the more points you score. A very funny but simple dice roller, which works better with more players. The game is re-issued in 1998 by Simba as Tr&ouml;deln, where the children want to be last into class so they sit at the back.&#10;&#10;Reimplemented by:&#10;&#10;     Tr&#195;&#182;deln&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic155236.jpg,6,20,10,2,20,Ausbrecher AG,20,//cf.geekdo-images.com/images/pic155236_t.jpg,1985,Heinz-Peter Fothen,"Deduction,Dice,Racing",NA,Hajo Bücken,NA,Tube Games,"Betting/Wagering,Dice Rolling,Paper-and-Pencil,Roll / Spin and Move","Arbeitsstelle für neues Spielen,Ravensburger Spieleverlag GmbH",6.0894,233
773,"In this auctioning game, players bid to buy plots of land and build temples (requiring 1, 2, or 3 plots to build). &#10;The cost(s) of the plot(s) also determines the cost of the temple that will be later built on the plot(s).&#10;&#10;In the final scoring, players receive a variable score for each temple: a base score depending on the temple size (10, 30, and 150 for a size 1, 2, or 3 temple, respectively) multiplied by the number of temples of that size. The player's remaining money, plus bonus points for building on the different islands shown on the game board, are added to his/her score.&#10;&#10;",//cf.geekdo-images.com/images/pic215553.jpg,6,90,12,3,90,Beim Zeus!,90,//cf.geekdo-images.com/images/pic215553_t.jpg,1997,Franz Vohwinkel,"Ancient,City Building",NA,Klaus Palesch,NA,NA,Auction/Bidding,KOSMOS,5.14789,71
781,"Fictionary applied to tabloid headlines.  A partial headline (such as &quot;Man's Brain Kept Alive _______&quot; is read, and each player turns in a headline that fills in the blank.  The moderator then reads all the headlines, including the real one.  Players vote on which one they think is correct, and get points if they pick the right one, or if someone picks their fake answer.&#10;&#10;",//cf.geekdo-images.com/images/pic44824.jpg,6,45,10,3,45,Tabloid Teasers,45,//cf.geekdo-images.com/images/pic44824_t.jpg,1991,NA,"Bluffing,Party Game",NA,(Uncredited),NA,NA,Voting,Pressman Toy Corp.,5.92434,76
782,"A race meeting consisting of 6 races, each with 6 horses of varying power and characteristics.  Board shows an oval track of six lanes, straightforward in straights but graduated on the curves.  Although dice play a part in the game there is plenty of room for skillful maneuvering in the course of each race, which can be from 5 furlongs to 1 1/4 miles.  An important part of the game is provided by certain marked squares: if you can get your horse to stop on one of these it can overtake one horse ahead of it in the same line, which can be vital considering that only two swerves are permitted in each turn (only one if the jockey is an apprentice).  Every horse has a distinctive racing pattern (slow or fast starter, stayer or fader etc.) represented by a set of numbers, one for each turn.  These numbers are added to a single dice throw (common to all the horses), so that the speed of each race can vary substantially.  There are many other interesting factors too numerous to describe in a short review.  Odds on each horse are pre-set and depend largely on the number patterns described above.&#10;&#10;Originally released as part of the 3M Sports Games line.&#10;&#10;",//cf.geekdo-images.com/images/pic203905.jpg,6,120,8,3,120,"Win, Place & Show",120,//cf.geekdo-images.com/images/pic203905_t.jpg,1966,NA,"Animals,Racing,Sports",NA,"Thomas M. Divoll,John B. Reilly","Win, Place & Show Great Thoroughbreds 1860's-1910's,Win, Place & Show Great Thoroughbreds 1920's-1970's,Win, Place & Show Official Program","3M Sports Games,Sports: Horse Racing","Betting/Wagering,Dice Rolling,Roll / Spin and Move","3M,Avalon Hill,Klee",6.71985,726
783,"From a review:&#10;&#10;Actually many games (14) in the same box. Equipment is a set of cards each showing one letter and a point value (there are also wild cards).&#10;&#10;You have a hand of up to 10 cards (you can draw as many as you like until you reach 10 - you start with 5). On your turn, you play a word to the table, with as many cards as you like face down. You announce the word, and everyone gets a chance to doubt you. You then show all the cards - if no one doubted you, you get the points for what you played (which could be QXZV, for a huge number of points). If someone did, you score if you were honest, with a bonus for each doubter. If you lied, the doubters get a bonus. You also get a bonus depending on your hand size and how many cards you played.&#10;&#10;",//cf.geekdo-images.com/images/pic2903605.jpg,9,10,8,1,10,Letter Head,10,//cf.geekdo-images.com/images/pic2903605_t.jpg,2000,"Nicolas Gluesenkamp,J. Scott Reeves,Jeff Tidball","Card Game,Game System,Word Game",NA,"Kristan Lawson,Herbert R. Lawson",Letter Head: Design Challenge Games,NA,NA,Atlas Games,6.04579,78
784,"A game of real estate development and speculation.  Players develop plots of land with different types of buildings (identified by color).  Building types will pay off periodically depending on card draws - with the amount determined by the number of contrasting adjacent colors.  Since expenses accrue every turn, but revenues are unpredictable, risky play can be very expensive, forcing players to take out loans - sometimes with pricey loan sharks who can send a player into a death spiral.&#10;&#10;",//cf.geekdo-images.com/images/pic84063.jpg,8,120,13,2,120,Discretion,120,//cf.geekdo-images.com/images/pic84063_t.jpg,1978,NA,"City Building,Economic",NA,"Brian Astle,Christopher Gallagher",NA,NA,Auction/Bidding,Princeton International Enterprises,6.72549,51
785,"In this decidedly politically un-correct game, players control corporations which are plundering the environment  to produce assorted products, all for the sake of the almighty dollar.  Each of the companies produces a slightly different product, which is made by combining two different raw materials.  The raw materials come from various parts of the center of the board.  When a company harvests these materials, they can choose to either take one, which retains the environment's purity, or they can take multiples, which can turn the area into an ecological wasteland.  Players must balance a work force which is used to collect and process the raw materials, and they must then try to get the best price for the finished product in a randomly adjusted market.  Typically in games of this nature, the corporation who makes the most money is the winner, but in this morally corrupt environment, it's the CEO who makes the most money who's deemed the winner.  And the only way to make money is by embezzling from your company...&#10;&#10;",//cf.geekdo-images.com/images/pic451258.jpg,6,90,12,2,90,Dog Eat Dog,90,//cf.geekdo-images.com/images/pic451258_t.jpg,1999,Lori Walls,"Economic,Environmental,Industry / Manufacturing",NA,Evan Jones,NA,NA,"Auction/Bidding,Commodity Speculation,Roll / Spin and Move,Set Collection,Worker Placement",QED Games,5.26417,127
786,"Maxi Bour$e is a game that examines the world of stock holding.  Players move around a game board bearing the names of forty (real) international corporations (i.e., PepsiCo, IBM, Peugot, etc.), buying and selling stocks in each.  Stock prices change according to supply and demand.  Event and Rumor cards add uncertainty to the game, and the winner is the player who can gain control of an industry (by having more than half the stock of three of the four companies within an industry) or build a conglomerate (by having more than half the stock of five companies, each in a different industry).&#10;&#10;Won the Internal Correspondence 1989 Gaming Flop of the Year.&#10;&#10;",//cf.geekdo-images.com/images/pic12642.jpg,6,90,10,2,90,Maxi Bour$e,90,//cf.geekdo-images.com/images/pic12642_t.jpg,1987,NA,Economic,NA,"Marc-Éric Gervais,Pascale Loiseau,Georges Daniel Volpilhac",NA,NA,Stock Holding,"Diset S. A.,Schmidt France,TSR",4.38752,137
787,"This game is divided into two sub-games.  The first part has players laying out street/business tiles.  Each tile has one business on it and a colored chip corresponding to the player who placed it.  Once the board is filled, play moves to the next stage.  Each player has a pawn next to the fountain at the center of the board.  The object is to visit each of the businesses that you laid out in the first phase.  Each successive business you visit gives you more movement points, but the real goal of the game is to score the most points.  Points are scored by forgoing remaining movement when you arrive at your businesses.  In addition to a scoring pawn, players are each given a police token which can be used to hamper other players' movements.  Players who have completed their circuit wait at the fountain until all players have finished, but finishing quickly gives you a point bonus for each turn you wait.&#10;&#10;",//cf.geekdo-images.com/images/pic287705.jpg,5,60,10,3,60,Palermo,60,//cf.geekdo-images.com/images/pic287705_t.jpg,1992,NA,"City Building,Mafia",NA,Walter Ziser,NA,Cities: Palermo,Tile Placement,Piatnik,5.86765,68
788,"&#10;&#10;&#10;    &#10;        This entry is for the West End Games version and other printings.  For the 2009 Z-Man Games version, go to Tales of the Arabian Nights&#10;&#10;    &#10;&#10;&#10;Tales of the Arabian Nights is actually several games in one.&#10;&#10;In the standard game, the players are characters living in the 1001 Nights universe, wandering about the map and having adventures. These adventures are designed in a sort of paragraph system, with the player to your left reading what happens to you and exposing the choices you have - choices that then lead to other paragraphs or outcomes. The characters evolve during their adventures, acquiring skills of various degrees of advancement to open up new options and various &quot;statuses&quot; (such as married, despondent, cursed, etc) which also affect play.  The object is to become rich and come back to Baghdad.&#10;&#10;Other variants of the standard game include the Quest game, which forces you to roam the map looking for quests to fulfill.  There's also a Merchant game, where your adventures give you arrow tokens which are used on a little separate board to simulate the progress of your caravans.&#10;&#10;The German edition, Geschichten aus 1001 Nacht, was published in 2000 and contained a revised Book of Tales along with some extra adventures.&#10;&#10;Re-implemented by:&#10;&#10;    Tales of the Arabian Nights&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic289256.jpg,6,120,12,1,120,Tales of the Arabian Nights,120,//cf.geekdo-images.com/images/pic289256_t.jpg,1985,"Larry Catalano,Stephen Crane,Ingmar Drewing,Larry Elmore,Jens Haupt,Christopher T. Miller,Steve Weiss","Adventure,Arabian,Fantasy",NA,"Brad Freeman,Eric Goldberg,Doug Kaufman,Kevin Maroney,Ken Rolston",NA,Solitaire Games,"Point to Point Movement,Storytelling,Trading,Variable Player Powers","Edition Erlkönig,Gallimard,West End Games",7.09216,739
789,"Focus (or Domination) is a Sid Sackson abstract strategy game in which players attempt to make moves and capture pieces in such a manner that their opponent(s) have no moves remaining.&#10;&#10;On a turn a player may move a piece or stack of pieces based on the number of pieces that comprise it as well as the number of pieces to be moved (e.g. 1-piece = 1 space, 3 piece stack = 3 spaces.)  When a stack grows over five pieces, pieces from the bottom of the stack are removed to bring the stack back down to five.  Pieces of a player's own color that are taken by that player are reserved to re-enter the game at a later time; pieces of the opponent's color are kept as captured.  Reserved pieces can be entered on a turn in any space on the board in place of making a move of pieces; strategic use of reserved pieces can make the game by utilizing them to capture stacks controlled by opponent(s).&#10;&#10;Sackson includes the game In his 1969 book, A Gamut of Games.  The book  makes a reference to the Whitman Publishing  Company production of 1965, along with reporting that the two-handed version was first described in the October 1963 issue of Scientific American Magazine.&#10;&#10;Re-implemented by:&#10;&#10;    Stacked&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic125970.jpg,4,45,10,2,45,Focus,45,//cf.geekdo-images.com/images/pic125970_t.jpg,1963,Marion Pott,Abstract Strategy,NA,Sid Sackson,NA,"3D Games,Combinatorial,Gamut of Games",Grid Movement,"Daekor Designs,Estrela,Hugendubel Verlag,KOSMOS,Labo Market,Milton Bradley,Nilco S.A.,Parker Brothers,Random House, Inc.,Spear's Games,Whitman",6.46077,643
790,"from translation&#10;&#10;Each player builds towers and whoever is the first to place his six flagpoles on 6 towers of different heights ( 6 blocks high, 5 blocks high and so on down to 1 block high ) is the winner.&#10;&#10;",//cf.geekdo-images.com/images/pic1300.jpg,4,90,12,2,90,Terra Turrium,90,//cf.geekdo-images.com/images/pic1300_t.jpg,1990,Tilman Michalski,Abstract Strategy,NA,Wolfgang Kramer,NA,"3D Games,Edition Perlhuhn series at Franckh-Kosmos","Action Point Allowance System,Modular Board",KOSMOS,6.04695,82
791,"from a session report:&#10;&#10;In essence it&rsquo;s a round-and-round trick game, combining Frank&rsquo;s Zoo with Hattrick. 4 suits valued 1-10. High beats low. Net (or joker) beats 10. A 1 (or joker) beats Net. And then we&rsquo;re back into the numbers and round we go again. The trick is won when everyone passes.&#10;&#10;7&rsquo;s, 8&rsquo;s and 9&rsquo;s each have a sex. When one is played, if a player can play the same rank but of an opposite sex, a second trick is formed a la Hattrick. It&rsquo;s a powerful play, because the round then ends the moment either trick gets back to whoever played a currently winning card, improving the odds of you winning a trick. And causing all sorts of calculations as to what the best play is.&#10;&#10;Winning a trick with a net, or someone playing their last card induces a new deal. If you have a crappy hand, let a net win, concede and get a new hand. Otherwise, kick-start it again with a 1.&#10;&#10;In the round that someone wins their tenth trick (you start with 1, so it&rsquo;s actually the ninth trick), the last player to win their tenth trick in that same round wins.&#10;&#10;",//cf.geekdo-images.com/images/pic202855.jpg,6,30,10,3,30,Löwendynastie,30,//cf.geekdo-images.com/images/pic202855_t.jpg,1998,NA,Card Game,NA,Hartmut Witt,NA,"Animals: Lions,Climbing Games","Hand Management,Trick-taking",Adlung-Spiele,5.98986,74
793,"Last Chance is contract Yahtzee with side betting. Each player starts with a stake of chips. One of seven cards is overturned which shows a combination a player must roll on five dice. The tougher the combo, the more the cards are worth if won. Players bid on the chance to roll for the card. Those who don't win the bid can bet for or against the roller. If the roller makes the combo, he gets his bid back plus the card's stated value plus any bets made against him. If he fails, he loses his bid money. Any dice he applied to the combo stay on the card and players bid again on the partially completed card. If a player is low on cash, he can call &quot;last chance&quot; during bidding to win the bid automatically. Failure to make the combo will cost that bidder the game, however. Whoever has the most chips and at least one card by the end of the short card stack wins the game.&#10;&#10;",//cf.geekdo-images.com/images/pic241958.jpg,6,20,12,2,20,Yahtzee Deluxe Poker,20,//cf.geekdo-images.com/images/pic241958_t.jpg,1994,Comicon S.L.,Dice,NA,"Sean McGuire,Thomas McGuire",NA,"Yacht,Yahtzee","Auction/Bidding,Betting/Wagering,Dice Rolling,Press Your Luck","Hasbro,Milton Bradley,Parker Brothers,Ravensburger Spieleverlag GmbH",6.06359,467
794,"Foil is a word card game in which players draw and discard letter cards until one player can make words using all the cards in his or her hand.  All players then shuffle the letters of words they have made and then have five minutes to unscramble the words of their opponents.  Players score for words they have made, opponents' words unscrambled, and for forming words that no opponent unscrambles.&#10;&#10;Belongs to both the 3M Bookshelf Series and the 3M Gamette Series&#10;&#10;",//cf.geekdo-images.com/images/pic174890.jpg,4,60,10,2,60,Foil,60,//cf.geekdo-images.com/images/pic174890_t.jpg,1968,NA,"Card Game,Word Game",NA,Frederick A. Herschler,NA,"3M Bookshelf Series,3M Gamettes",NA,3M,5.6191700000000004,133
795,"In the Dragonlance Boardgame, each player commands an army of dragons in search of the fabled Dragonlance.  The first player to snatch the Dragonlance from the top of the central tower and successfully deliver it back home wins!  But be careful!  Your opponents will attack your dragons, trying to make them crash-or even steal the Dragonlance and use it against you.  The game comes with a large hex mapboard, 30 dragons figures in six different colors, two sets of rules (Basic and Advanced), Cards, dice, altitude markers and more.&#10;&#10;",//cf.geekdo-images.com/images/pic1507201.jpg,6,60,10,2,60,Dragonlance,60,//cf.geekdo-images.com/images/pic1507201_t.jpg,1988,NA,"Fantasy,Medieval",NA,"Michael S. Dobson,Scott Haring,Warren Spector",NA,"3D Games,Animals: Dragons,Dragonlance","Action Point Allowance System,Variable Player Powers",TSR,5.33066,351
796,"Shanghai Trader is a game of wheeling and dealing, vice and corruption set in Shanghai. As an adventurous trading baron, you must rip off the economy for as much as you dare and escape the city with the largest international bank account before civil disorder ends the game and your life.  In making your fortune, you will have to establish a trading empire by hiring a number of different workers. However you always run the risk of being shanghai'ed to Old Chinatown, where all manner of skullduggery occurs. You will have to collude with other players, attend special events, or even resort to hiring the services of special contractors to... 'trouble' ...your rivals.&#10;&#10;",//cf.geekdo-images.com/images/pic510730.jpg,6,240,12,3,240,Shanghai Trader,240,//cf.geekdo-images.com/images/pic510730_t.jpg,1986,Penelope Donavan,"Economic,Political",NA,"Steve Barnes (I),Dave O'Connor,Steve Utick,Peter Wyche",NA,Cities: Shanghai,"Tile Placement,Trading","Hobby Japan,Panther Games",6.53263,190
798,"Ace of Aces is an innovative 1-on-1 combat game that simulates a dogfight between WWI aircraft. Each player has a book with pictures of what they see out the cockpit of their airplane. Each player selects a maneuver (bank left, barrel roll, etc.) and tells their opponent a page number to turn to. This new page, when cross indexed with the maneuver made, gives the page number that shows the results of the chosen maneuver. The object of the game is to get your opponent in your sights and shoot them down.&#10;&#10;There are advanced rules for fuel consumption as well as a campaign game.&#10;&#10;",//cf.geekdo-images.com/images/pic896670.jpg,2,20,10,2,20,Ace of Aces: Handy Rotary Series,20,//cf.geekdo-images.com/images/pic896670_t.jpg,1980,"Joe DeMarco,Jerry Redding","Aviation / Flight,Book,Wargame,World War I",NA,"Doug Kaufman,Alfred Leonardi",NA,"Ace of Aces,Ace of Aces WWI Family,Picture Book Games","Simulation,Simultaneous Action Selection","Flying Buffalo, Inc. (FBI),Gameshop,Greysea Games,Grow Jogos e Brinquedos,Nova Game Designs",6.99702,983
799,"[from a session report]&#10;&#10;The game is basically a miniatures game, but based on H.P. Lovecraft's Cthulhu Mythos.&#10;&#10;Each player has a &quot;family&quot; of misfits who are seeking to locate the legendary Necromonicon and bring it safely to &#10;their lair. Of course, to do this, they must do battle with the other families, attempting to slaughter them before they can find the treasured book. Yep ... it's mass carnage.&#10;&#10;Move, invoke special powers and battle. That's about it. Thankfully, the board is small, so you encounter your opponents by the second turn and from then on, it is a constant series of battles and deaths. That means dice rolling ... LOTS of it. Since each character has a special power, quite a bit of time is spent reading the player charts to discover what each character's powers are and how to use them.&#10;&#10;",//cf.geekdo-images.com/images/pic45597.jpg,4,180,12,2,180,The Hills Rise Wild!,180,//cf.geekdo-images.com/images/pic45597_t.jpg,2000,Dennis Detwiller,"Adventure,Fighting,Horror,Miniatures",NA,"Jesper Myrfors,John Tynes",NA,Cthulhu Mythos,Variable Player Powers,Pagan Publishing,6.37131,244
801,"The original SPI set is a quad game, containing four battles:&#10;&#10;    Alma&#10;    Tchernaya River&#10;    Balaclava&#10;    Inkerman&#10;&#10;&#10;&#10;&#10;The Decision Games version contained only:&#10;&#10;    Alma&#10;    Tchernaya River&#10;&#10;&#10;&#10;&#10;Crimean War is a tactical level game on the battles that were fought on the Crimean Peninsula in the mid-1800's. Units are (presumably) companies of infantry, cavalry and artillery. The game has Standard Rules and scenario specific Exclusive Rules. Standard Rules cover the game system and include things like movement, fire combat, melee combat and rallying. Exclusive Rules are special rules that apply to the scenario in question. Each game has one 22&quot; by 17&quot; map and a countersheet with 100 counters.&#10;&#10;",//cf.geekdo-images.com/images/pic2573435.jpg,2,120,12,2,120,Crimean War Battles,120,//cf.geekdo-images.com/images/pic2573435_t.jpg,1978,Redmond A. Simonsen,"Post-Napoleonic,Wargame","Alma,Balaclava,Inkerman,Tchernaya River",Steven Ross,NA,"Magazine: Strategy & Tactics,SPI Quads","Hex-and-Counter,Simulation","SPI (Simulations Publications, Inc.)",6.84934,76
803,Dragonhunt is a game for two to six players. Each player portrays one of the valiant Hero Kings of Arawan. The winner of the game is the player who succeeds in slaying Brimstone the Dragon with the Kingdom's Magesword. That person alone will be acclaimed by all as winner and Paramount King of Arawan.  Avalon Hill Complexity - 3.&#10;&#10;,//cf.geekdo-images.com/images/pic243266.jpg,6,120,12,2,120,Dragonhunt,120,//cf.geekdo-images.com/images/pic243266_t.jpg,1982,Chris White (I),"Fantasy,Wargame",NA,"Willis P. Carpenter,Garrett J. Donner,Michael S. Steer",NA,Animals: Dragons,"Dice Rolling,Hex-and-Counter",Avalon Hill,5.77,218
804,"Thunder Road is Milton Bradley's answer to Mad Max. You rocket your team (three cars and a helicopter) down a stretch of post-apocalyptic highway and try to either wipe out the other teams or outdistance them and leave them in the dust. Each turn consists of a dice roll to determine car movement and a combat phase where you try to shoot or ram your opponents. The gameboard consists of two pieces of highway and when the lead car exits the front piece of highway, the back piece is placed in front (after dumping all the wrecks and slowpokes off of it) thus creating a never-ending gameboard.&#10;&#10;",//cf.geekdo-images.com/images/pic903665.png,4,45,10,2,45,Thunder Road,45,//cf.geekdo-images.com/images/pic903665_t.png,1986,Paul Alexander,"Fighting,Racing,Science Fiction",NA,Jim Keifer,NA,NA,"Dice Rolling,Modular Board,Roll / Spin and Move","MB Jeux,Milton Bradley",6.61009,664
805,"Now it's up to you to help Buffy and her friends stop the spread of Evil in Sunnydale!  Which villain and his minions will plague the town?  The Master?  The Judge?  The Mayor?  Or Adam?  Each game recreates one of Buffy's four most exciting challenges... use your own strength and skill to outwit them all!  Patrol the board.  Collect cards and gain power.  Roll dice to fight and cast spells.  Finally, rid Sunnydale of Evil to win!  But don't slack... or Evil will slay you first!  Comes with gameboard, pewter Buffy icon, Phases Chart centerpiece, 5 Good Player &amp; 13 Evil Player pawns and stands, 84 Evil, Weapon, Research, Help &amp; Artifact cards, 4 Villain tiles, 4 Good Player cardholders, 1 Evil card stand, 10 dice, 10 life counters.&#10;&#10;Same theme and nearly identical name, but a different game from Buffy the Vampire Slayer: The Board Game.&#10;&#10;",//cf.geekdo-images.com/images/pic97113.jpg,5,90,12,2,90,Buffy the Vampire Slayer: The Game,90,//cf.geekdo-images.com/images/pic97113_t.jpg,2000,NA,"Horror,Movies / TV / Radio theme",NA,"Rob Daviau,Bill Sabram,Craig Van Ness",NA,"Admin: Better Description Needed!,TV Series:  Buffy the Vampire Slayer,Vampires","Partnerships,Role Playing,Roll / Spin and Move,Variable Player Powers","Hasbro,Milton Bradley",6.63443,1512
808,"2-4 players attempt to connect the wellhead in the center of the board to one of their oil tankers on the edge of the board. Each player has a hand of pipe tiles of different types (straight, elbow, T, cross, plug) with which to direct the line.&#10;&#10;Won Games Magazine Game of the Year award in 1992.&#10;&#10;",//cf.geekdo-images.com/images/pic94112.jpg,4,30,8,2,30,Pipeline,30,//cf.geekdo-images.com/images/pic94112_t.jpg,1988,NA,Abstract Strategy,NA,Ed Okimura,NA,"Connection Games,Oil, Gas, and Petroleum",Tile Placement,Playco Hawaii,5.3225,80
811,"The game is based on the traditional middle-eastern game of Okey. First created in the 1930s and sold in hand-produced versions until the late 1970s.&#10;&#10;Similar to the Rummy that you play with cards - you try to get rid of all your tiles by forming numbers into runs of 3 tiles or more, or 3 to 4 of a kind. The colors of the numbers on the tiles are like card suits. This game may start rather uneventfully, but when the players start putting more and more tiles in play, the options for your upcoming turns can become more complex, challenging, and exciting (from areyougame.com).&#10;&#10;",//cf.geekdo-images.com/images/pic2286966.jpg,4,60,8,2,60,Rummikub,60,//cf.geekdo-images.com/images/pic2286966_t.jpg,1977,"(Uncredited),Sławek Wiechowski","Card Game,Number",NA,Ephraim Hertzano,Original Rummikub Ergänzungs-Set für 5 und 6 Spieler,"Cadaco Senior Series,Card Games: Draw and Discard Games,Card Games: Exchange Games,Rummikub,Rummy Games,Traditional Card Games","Set Collection,Tile Placement","(Unknown),Arxon,Bello Games New York, Inc.,Bookmark Verlag,Brain Games Germany,Brio AB,Cadaco,Cardinal,Carlit,Casper,Crown & Andrews Ltd.,Dal Negro,Desyllas Games,Dujardin,Espenlaub,Falomir Juegos,Fame Products,Fjarðarfell,Fortuna Games,Fun Connection,Game Design,Goliath B.V.,Goliath Games,Grow Jogos e Brinquedos,Hansa Toy Co.,Hasbro,HEMA,Hertzano Ltd.,Ideal,Intelli,Joker,Jumbo,Kawada, Co. Ltd,Kingstone International,Kod Kod,Lamda Limited,Lastentuotetukku KY,Lemada Light Industries,Lifetime Educational Games,M & G Pacific Toys, Inc,Masudaya Corp,Nordic Games GmbH,Parker Brothers,Pavilion,Peri Spiele,Piatnik,Playtoy Industries,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Schmidt International,Schmidt Spiele,Selchow & Righter,Selecta Spel en Hobby,Shelbud Products Corp.,Spear's Games,Sterling Games,Studio100,Tactic,TM Toys,TOMA Sp. z o.o.,Tomy,Waddington's Games, Inc.,Weico Produkte GmbH,Western Publishing Company,Wood Expressions",6.29554,8073
813,"This is a game that is a favorite of the kids.&#10;&#10;This game must be assembled inside the game box. Once constructed, it presents a graveyard, with movement spaces, hedges that cannot be crossed, moving tombs, and a crypt containing a headless ghost. The ghost must be defeated in order to win.&#10;&#10;Each player has two character pawns--only one of which they may chose to move on each turn. They move as far as is permitted by the amount shown on their die roll. Also on each turn, the tomb die is rolled, and one of the tombs is moved. This tomb movement alters the playing field by changing what some of the spaces on the game board represent. In this way, a player might land on a square that is safe, but after a tomb is shifted--they suddenly find that they are left &quot;paralyzed with fear.&quot;&#10;&#10;There is complete freedom of movement, except as stated above, and players cannot cross their own path. One of the special spaces is a &quot;Goosebumps&quot; space. On this space, the player draws a Goosebumps card. Some cards require players to perform an action straight away, others allow players to play now or later. One card allows play at any time.&#10;&#10;During the game, players attempt to foil each other by picking up cards that allow them to turn other players into monsters, move other players onto bad spaces, steal each other's cards, etc. After a player has been turned into a monster, they can only be cured by landing on a &quot;magic potion&quot; square. If you are unfortunate, you can also fall into one of the open tombs--that character of yours is then stuck there until the end of the game. Characters can fall into tombs only by the movement of the tomb--In other words, they cannot be moved directly into a tomb.&#10;&#10;Once a player reaches the crypt, they may attempt to defeat the headless ghost. In order to do so, they first must have picked up a ring card. At the crypt, the player drops the skull down the chute--if it falls the right way, then the headless ghosts springs into the air and the player wins. If not, they can attempt to defeat the ghost on their next turn.&#10;&#10;",//cf.geekdo-images.com/images/pic198677.jpg,4,45,7,2,45,Goosebumps: Terror in the Graveyard Game,45,//cf.geekdo-images.com/images/pic198677_t.jpg,1995,NA,"Children's Game,Horror,Novel-based",NA,Craig Van Ness,NA,"Ghosts,Goosebumps",Modular Board,"MB Jeux,MB Juegos,MB Spellen,Milton Bradley",5.30185,108
814,"The groovy card game that's kind of like dominoes (only better!) Aquarius features three types of cards: Elements, Goals, and Actions. Element cards are played kind of like dominoes, with each player trying to win by connecting seven panels of one particular element. Goal cards determine which element each player is going after, and Action cards allow players to shake up the action in five different ways. The game is fast, fun, colorful, and easy to learn.&#10;&#10;",//cf.geekdo-images.com/images/pic541604.jpg,5,20,5,2,20,Aquarius,20,//cf.geekdo-images.com/images/pic541604_t.jpg,1998,Andrew Looney,"Card Game,Religious",NA,Andrew Looney,Aquarius: Dragon,NA,"Pattern Building,Tile Placement","Covenant Communications, Inc.,Hobby Japan,Looney Labs,Swan Panasia Co., Ltd.",5.96247,1412
815,"In Chrononauts, each player becomes a time traveler, with a unique identity and a secret mission. During the game, players travel backwards and forwards through history, doing all those things people have always dreamed of using a time machine to do: Visiting the great moments of the past, peeking into the future, collecting up impossible artifacts and priceless works of art (at the moment just before history records their destruction), coming to grips with the paradoxes of time travel, and of course, changing pivotal events and altering the course of history itself. How would the timeline be different if Lincoln and JFK had not been assassinated? And is that the version of reality that you came from originally... the one you must return to in order to win? It's all packed into a fast and easy Fluxx-style card game that will take you to the beginning of time and back again.&#10;&#10;Prequel:&#10;&#10;&#10;     Early American Chrononauts - can be played together in a combined game.&#10;&#10;&#10;Expanded by:&#10;&#10;&#10;     Chrononauts: Lost Identities&#10;     Chrononauts: The Gore Years&#10;     several promo cards, though many of these are available in the current base game&#10;&#10;&#10;Re-implemented by:&#10;&#10;&#10;     Back to the Future: The Card Game&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic1909256.jpg,6,30,11,1,30,Chrononauts,30,//cf.geekdo-images.com/images/pic1909256_t.jpg,2000,"Alison Frane,Derek Ring","Bluffing,Card Game,Deduction,Educational,Political,Science Fiction,World War I,World War II",NA,Andrew Looney,"Chrononauts: Carl Sagan's Joint,Chrononauts: Live Woolly Mammoth,Chrononauts: Lost Identities,Chrononauts: Mating Pair of Pterodactyls,Chrononauts: The Gore Years,Early American Chrononauts: Martha Washington's Great Cake,Fruitcake Fun Pack,Looney Labs Mammoth Fun Pack","Chrononauts,Solitaire Games,Time Travel","Hand Management,Modular Board,Press Your Luck",Looney Labs,6.22636,4590
